show_id,title,type,release_year,date_added_parsed,year_added,month_added,rating,duration,duration_int,duration_type,country,director,listed_in,date_added
s2450,Megalobox,TV Show,2018,2020-06-01,2020,6,TV-MA,1 Season,1,seasons,Japan,Not Given,"Anime Series, International TV Shows",6/1/2020
s2451,Midnight Diner,TV Show,2014,2020-06-01,2020,6,TV-MA,3 Seasons,3,seasons,Japan,Not Given,"International TV Shows, TV Dramas",6/1/2020
s2453,My Shy Boss,TV Show,2017,2020-06-01,2020,6,TV-MA,1 Season,1,seasons,South Korea,Not Given,"International TV Shows, Korean TV Shows, Romantic TV Shows",6/1/2020
s2454,Revolutionary Love,TV Show,2017,2020-06-01,2020,6,TV-MA,1 Season,1,seasons,South Korea,Not Given,"International TV Shows, Korean TV Shows, Romantic TV Shows",6/1/2020
s2460,Space Force,TV Show,2020,2020-05-29,2020,5,TV-MA,1 Season,1,seasons,United States,Not Given,TV Comedies,5/29/2020
s2426,The Light of My Eyes,Movie,2010,2020-06-05,2020,6,TV-MA,96 min,96,minutes,Pakistan,Not Given,"Dramas, International Movies, Romantic Movies",6/5/2020
s2433,Alone,TV Show,2019,2020-06-02,2020,6,TV-14,1 Season,1,seasons,Pakistan,Not Given,Reality TV,6/2/2020
s2462,"Can't Cope, Won't Cope",TV Show,2018,2020-05-28,2020,5,TV-MA,2 Seasons,2,seasons,Ireland,Not Given,"TV Comedies, TV Dramas",5/28/2020
s2463,Dorohedoro,TV Show,2020,2020-05-28,2020,5,TV-MA,1 Season,1,seasons,Japan,Not Given,"Anime Series, International TV Shows",5/28/2020
s2467,Mako Mermaids: An H2O Adventure,TV Show,2016,2020-05-28,2020,5,TV-G,4 Seasons,4,seasons,Australia,Not Given,"Kids' TV, TV Comedies",5/28/2020
s2473,Betaal,TV Show,2020,2020-05-24,2020,5,TV-MA,1 Season,1,seasons,India,Not Given,"International TV Shows, TV Action & Adventure, TV Horror",5/24/2020
s2474,Dynasty,TV Show,2019,2020-05-23,2020,5,TV-14,3 Seasons,3,seasons,United States,Not Given,TV Dramas,5/23/2020
s2477,History 101,TV Show,2020,2020-05-22,2020,5,TV-14,1 Season,1,seasons,United Kingdom,Not Given,"British TV Shows, Docuseries, International TV Shows",5/22/2020
s2487,Mystic Pop-up Bar,TV Show,2020,2020-05-21,2020,5,TV-MA,1 Season,1,seasons,South Korea,Not Given,"International TV Shows, Korean TV Shows, TV Comedies",5/21/2020
s2500,The Queen and the Conqueror,TV Show,2020,2020-05-20,2020,5,TV-14,1 Season,1,seasons,Colombia,Not Given,"International TV Shows, Spanish-Language TV Shows, TV Dramas",5/20/2020
s2509,Sweet Magnolias,TV Show,2020,2020-05-19,2020,5,TV-14,1 Season,1,seasons,United States,Not Given,"Romantic TV Shows, TV Dramas",5/19/2020
s2515,The Big Flower Fight,TV Show,2020,2020-05-18,2020,5,TV-PG,1 Season,1,seasons,United Kingdom,Not Given,"British TV Shows, International TV Shows, Reality TV",5/18/2020
s2516,Patriot Act with Hasan Minhaj,TV Show,2020,2020-05-17,2020,5,TV-MA,6 Seasons,6,seasons,United States,Not Given,"Stand-Up Comedy & Talk Shows, TV Comedies",5/17/2020
s2518,Boys Over Flowers,TV Show,2009,2020-05-16,2020,5,TV-14,1 Season,1,seasons,South Korea,Not Given,"International TV Shows, Korean TV Shows, Romantic TV Shows",5/16/2020
s2519,Iris,TV Show,2009,2020-05-16,2020,5,TV-14,1 Season,1,seasons,South Korea,Not Given,"International TV Shows, Korean TV Shows, TV Action & Adventure",5/16/2020
s2520,Avatar: The Last Airbender,TV Show,2007,2020-05-15,2020,5,TV-Y7,3 Seasons,3,seasons,United States,Not Given,"Classic & Cult TV, Kids' TV, TV Action & Adventure",5/15/2020
s2524,Madam Secretary,TV Show,2019,2020-05-15,2020,5,TV-PG,6 Seasons,6,seasons,United States,Not Given,TV Dramas,5/15/2020
s2525,Magic for Humans,TV Show,2020,2020-05-15,2020,5,TV-14,3 Seasons,3,seasons,United States,Not Given,"Reality TV, TV Comedies",5/15/2020
s2526,Parasyte: The Maxim,TV Show,2014,2020-05-15,2020,5,TV-MA,1 Season,1,seasons,Japan,Not Given,"Anime Series, International TV Shows, TV Horror",5/15/2020
s2600,El señor de los Cielos,TV Show,2019,2020-04-30,2020,4,TV-MA,7 Seasons,7,seasons,United States,Not Given,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",4/30/2020
s2527,She-Ra and the Princesses of Power,TV Show,2020,2020-05-15,2020,5,TV-Y7,5 Seasons,5,seasons,United States,Not Given,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",5/15/2020
s2529,Strangers from Hell,TV Show,2019,2020-05-15,2020,5,TV-MA,1 Season,1,seasons,South Korea,Not Given,"International TV Shows, Korean TV Shows, TV Horror",5/15/2020
s2530,The Wiggles,TV Show,2015,2020-05-15,2020,5,TV-Y,2 Seasons,2,seasons,Australia,Not Given,Kids' TV,5/15/2020
s2531,White Lines,TV Show,2020,2020-05-15,2020,5,TV-MA,1 Season,1,seasons,United Kingdom,Not Given,"British TV Shows, Crime TV Shows, International TV Shows",5/15/2020
s2547,Bordertown,TV Show,2019,2020-05-11,2020,5,TV-MA,3 Seasons,3,seasons,Finland,Not Given,"Crime TV Shows, International TV Shows, TV Dramas",5/11/2020
s2552,Dead to Me,TV Show,2020,2020-05-08,2020,5,TV-MA,2 Seasons,2,seasons,United States,Not Given,"TV Comedies, TV Dramas",5/8/2020
s2553,Restaurants on the Edge,TV Show,2020,2020-05-08,2020,5,TV-14,2 Seasons,2,seasons,Canada,Not Given,"International TV Shows, Reality TV",5/8/2020
s2555,The Hollow,TV Show,2020,2020-05-08,2020,5,TV-Y7,2 Seasons,2,seasons,Canada,Not Given,"Kids' TV, TV Thrillers",5/8/2020
s2576,WWII in HD,TV Show,2009,2020-05-02,2020,5,TV-14,1 Season,1,seasons,United States,Not Given,Docuseries,5/2/2020
s2581,Hollywood,TV Show,2020,2020-05-01,2020,5,TV-MA,1 Season,1,seasons,United States,Not Given,TV Dramas,5/1/2020
s2584,Masha and the Bear,TV Show,2019,2020-05-01,2020,5,TV-Y,4 Seasons,4,seasons,Russia,Not Given,Kids' TV,5/1/2020
s2586,Medici: Masters of Florence,TV Show,2019,2020-05-01,2020,5,TV-MA,3 Seasons,3,seasons,Italy,Not Given,"International TV Shows, TV Dramas",5/1/2020
s2587,Monthly Girls' Nozaki Kun,TV Show,2014,2020-05-01,2020,5,TV-PG,1 Season,1,seasons,Japan,Not Given,"Anime Series, Romantic TV Shows",5/1/2020
s2589,Oh Yuck,TV Show,2020,2020-05-01,2020,5,TV-G,1 Season,1,seasons,Canada,Not Given,"Kids' TV, TV Comedies",5/1/2020
s2591,Reckoning,TV Show,2019,2020-05-01,2020,5,TV-MA,1 Season,1,seasons,Australia,Not Given,"Crime TV Shows, TV Dramas, TV Mysteries",5/1/2020
s2599,DRIFTING DRAGONS,TV Show,2020,2020-04-30,2020,4,TV-14,1 Season,1,seasons,Japan,Not Given,"Anime Series, International TV Shows",4/30/2020
s2747,The Windsors,TV Show,2020,2020-04-01,2020,4,TV-MA,3 Seasons,3,seasons,United Kingdom,Not Given,"British TV Shows, International TV Shows, TV Comedies",4/1/2020
s2601,Good Witch,TV Show,2019,2020-04-30,2020,4,TV-PG,5 Seasons,5,seasons,United States,Not Given,"TV Dramas, TV Sci-Fi & Fantasy",4/30/2020
s2607,Extracurricular,TV Show,2020,2020-04-29,2020,4,TV-MA,1 Season,1,seasons,South Korea,Not Given,"Crime TV Shows, International TV Shows, Korean TV Shows",4/29/2020
s2609,Murder to Mercy: The Cyntoia Brown Story,Movie,2020,2020-04-29,2020,4,TV-MA,97 min,97,minutes,United States,Not Given,Documentaries,4/29/2020
s2610,Nadiya’s Time to Eat,TV Show,2020,2020-04-29,2020,4,TV-G,1 Season,1,seasons,United Kingdom,Not Given,"British TV Shows, International TV Shows, Reality TV",4/29/2020
s2612,Tjovitjo,TV Show,2017,2020-04-29,2020,4,TV-MA,2 Seasons,2,seasons,South Africa,Not Given,"International TV Shows, TV Dramas",4/29/2020
s2628,"Coronavirus, Explained",TV Show,2020,2020-04-26,2020,4,TV-PG,1 Season,1,seasons,United States,Not Given,"Docuseries, Science & Nature TV",4/26/2020
s2629,The Last Kingdom,TV Show,2020,2020-04-26,2020,4,TV-MA,4 Seasons,4,seasons,United Kingdom,Not Given,"British TV Shows, International TV Shows, TV Action & Adventure",4/26/2020
s2632,My Secret Romance,TV Show,2017,2020-04-25,2020,4,TV-14,1 Season,1,seasons,South Korea,Not Given,"International TV Shows, Korean TV Shows, Romantic TV Shows",4/25/2020
s2641,After Life,TV Show,2020,2020-04-24,2020,4,TV-MA,2 Seasons,2,seasons,United Kingdom,Not Given,"British TV Shows, International TV Shows, TV Comedies",4/24/2020
s2644,Love 101,TV Show,2020,2020-04-24,2020,4,TV-MA,1 Season,1,seasons,Turkey,Not Given,"International TV Shows, TV Dramas, Teen TV Shows",4/24/2020
s2646,Ghost in the Shell: SAC_2045,TV Show,2020,2020-04-23,2020,4,TV-14,1 Season,1,seasons,Japan,Not Given,"Anime Series, Crime TV Shows, International TV Shows",4/23/2020
s2649,The House of Flowers,TV Show,2020,2020-04-23,2020,4,TV-MA,3 Seasons,3,seasons,Mexico,Not Given,"International TV Shows, Spanish-Language TV Shows, TV Comedies",4/23/2020
s2652,Absurd Planet,TV Show,2020,2020-04-22,2020,4,TV-PG,1 Season,1,seasons,United States,Not Given,"Docuseries, Science & Nature TV, TV Comedies",4/22/2020
s2658,Win the Wilderness,TV Show,2020,2020-04-22,2020,4,TV-14,1 Season,1,seasons,United Kingdom,Not Given,"British TV Shows, International TV Shows, Reality TV",4/22/2020
s2659,Bleach,TV Show,2006,2020-04-21,2020,4,TV-14,5 Seasons,5,seasons,Japan,Not Given,"Anime Series, International TV Shows",4/21/2020
s2661,Nicky Jam: El Ganador,TV Show,2018,2020-04-21,2020,4,TV-MA,1 Season,1,seasons,Puerto Rico,Not Given,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",4/21/2020
s2662,Cooked with Cannabis,TV Show,2020,2020-04-20,2020,4,TV-MA,1 Season,1,seasons,United States,Not Given,Reality TV,4/20/2020
s3012,Hip-Hop Evolution,TV Show,2020,2020-01-17,2020,1,TV-MA,4 Seasons,4,seasons,Canada,Not Given,"Docuseries, International TV Shows",1/17/2020
s2663,The Midnight Gospel,TV Show,2020,2020-04-20,2020,4,TV-MA,1 Season,1,seasons,United States,Not Given,TV Comedies,4/20/2020
s2665,ChuChu TV Nursery Rhymes & Kids Songs (Hindi),TV Show,2019,2020-04-18,2020,4,TV-Y,1 Season,1,seasons,India,Not Given,Kids' TV,4/18/2020
s2666,The King: Eternal Monarch,TV Show,2020,2020-04-18,2020,4,TV-14,1 Season,1,seasons,South Korea,Not Given,"Crime TV Shows, International TV Shows, Korean TV Shows",4/18/2020
s2667,#blackAF,TV Show,2020,2020-04-17,2020,4,TV-MA,1 Season,1,seasons,United States,Not Given,TV Comedies,4/17/2020
s2670,El Dragón: Return of a Warrior,TV Show,2020,2020-04-17,2020,4,TV-MA,2 Seasons,2,seasons,Mexico,Not Given,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",4/17/2020
s2671,Hasmukh,TV Show,2020,2020-04-17,2020,4,TV-MA,1 Season,1,seasons,India,Not Given,"Crime TV Shows, International TV Shows, TV Comedies",4/17/2020
s2677,Fauda,TV Show,2020,2020-04-16,2020,4,TV-MA,3 Seasons,3,seasons,Israel,Not Given,"Crime TV Shows, International TV Shows, TV Action & Adventure",4/16/2020
s2685,The Innocence Files,TV Show,2020,2020-04-15,2020,4,TV-MA,1 Season,1,seasons,United States,Not Given,"Crime TV Shows, Docuseries",4/15/2020
s2690,Surviving R. Kelly: The Impact,Movie,2019,2020-04-13,2020,4,TV-14,85 min,85,minutes,United States,Not Given,Documentaries,4/13/2020
s2699,Hi Score Girl,TV Show,2019,2020-04-09,2020,4,TV-14,2 Seasons,2,seasons,Japan,Not Given,"Anime Series, International TV Shows, Romantic TV Shows",4/9/2020
s2709,El Reemplazante,TV Show,2013,2020-04-04,2020,4,TV-MA,2 Seasons,2,seasons,Chile,Not Given,"International TV Shows, Spanish-Language TV Shows, TV Dramas",4/4/2020
s2711,Legacies,TV Show,2019,2020-04-03,2020,4,TV-14,2 Seasons,2,seasons,United States,Not Given,"TV Dramas, TV Sci-Fi & Fantasy, Teen TV Shows",4/3/2020
s2719,Community,TV Show,2015,2020-04-01,2020,4,TV-14,6 Seasons,6,seasons,United States,Not Given,TV Comedies,4/1/2020
s2728,How to Fix a Drug Scandal,TV Show,2020,2020-04-01,2020,4,TV-MA,1 Season,1,seasons,United States,Not Given,"Crime TV Shows, Docuseries",4/1/2020
s2737,Man Like Mobeen,TV Show,2020,2020-04-01,2020,4,TV-MA,3 Seasons,3,seasons,United Kingdom,Not Given,"British TV Shows, International TV Shows, TV Comedies",4/1/2020
s2741,Saint Seiya,TV Show,1986,2020-04-01,2020,4,TV-14,6 Seasons,6,seasons,Japan,Not Given,Anime Series,4/1/2020
s2743,Sunderland 'Til I Die,TV Show,2020,2020-04-01,2020,4,TV-MA,2 Seasons,2,seasons,United Kingdom,Not Given,"British TV Shows, Docuseries, International TV Shows",4/1/2020
s2744,The Iliza Shlesinger Sketch Show,TV Show,2020,2020-04-01,2020,4,TV-MA,1 Season,1,seasons,United States,Not Given,TV Comedies,4/1/2020
s3013,Nailed It! Germany,TV Show,2020,2020-01-17,2020,1,TV-14,1 Season,1,seasons,Germany,Not Given,"International TV Shows, Reality TV",1/17/2020
s2749,Well-Intended Love,TV Show,2020,2020-04-01,2020,4,TV-14,2 Seasons,2,seasons,China,Not Given,"International TV Shows, Romantic TV Shows, TV Comedies",4/1/2020
s2752,Akbar Birbal,TV Show,2019,2020-03-31,2020,3,TV-G,1 Season,1,seasons,India,Not Given,"Kids' TV, TV Comedies, TV Dramas",3/31/2020
s2754,Dave Chappelle: The Kennedy Center Mark Twain Prize for American Humor,Movie,2020,2020-03-31,2020,3,TV-MA,85 min,85,minutes,United States,Not Given,Stand-Up Comedy,3/31/2020
s2762,Rugal,TV Show,2020,2020-03-29,2020,3,TV-MA,1 Season,1,seasons,South Korea,Not Given,"Crime TV Shows, International TV Shows, Korean TV Shows",3/29/2020
s2765,Happy!,TV Show,2019,2020-03-27,2020,3,TV-MA,2 Seasons,2,seasons,United States,Not Given,"Crime TV Shows, TV Action & Adventure, TV Comedies",3/27/2020
s2766,Ladies Up,TV Show,2019,2020-03-27,2020,3,TV-MA,1 Season,1,seasons,India,Not Given,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies",3/27/2020
s2768,Ozark,TV Show,2020,2020-03-27,2020,3,TV-MA,3 Seasons,3,seasons,United States,Not Given,"Crime TV Shows, TV Dramas, TV Thrillers",3/27/2020
s2778,Unorthodox,TV Show,2020,2020-03-26,2020,3,TV-MA,1 Season,1,seasons,Germany,Not Given,"International TV Shows, TV Dramas",3/26/2020
s2780,Crip Camp: A Disability Revolution,Movie,2020,2020-03-25,2020,3,R,108 min,108,minutes,United States,Not Given,Documentaries,3/25/2020
s2784,Freud,TV Show,2020,2020-03-23,2020,3,TV-MA,1 Season,1,seasons,Austria,Not Given,"Crime TV Shows, International TV Shows, TV Dramas",3/23/2020
s2785,J-Style Trip,TV Show,2020,2020-03-22,2020,3,TV-14,1 Season,1,seasons,Taiwan,Not Given,"International TV Shows, Reality TV",3/22/2020
s2789,Dino Girl Gauko,TV Show,2020,2020-03-20,2020,3,TV-Y7,2 Seasons,2,seasons,United States,Not Given,"Anime Series, Kids' TV",3/20/2020
s2791,Greenhouse Academy,TV Show,2020,2020-03-20,2020,3,TV-PG,4 Seasons,4,seasons,United States,Not Given,"Kids' TV, TV Dramas, Teen TV Shows",3/20/2020
s2760,Tree House Tales,TV Show,2019,2020-03-31,2020,3,TV-Y,1 Season,1,seasons,Pakistan,Not Given,Kids' TV,3/31/2020
s2775,7SEEDS,TV Show,2020,2020-03-26,2020,3,TV-MA,2 Seasons,2,seasons,Pakistan,Not Given,"Anime Series, International TV Shows",3/26/2020
s2792,Self Made: Inspired by the Life of Madam C.J. Walker,TV Show,2020,2020-03-20,2020,3,TV-MA,1 Season,1,seasons,United States,Not Given,TV Dramas,3/20/2020
s2793,She,TV Show,2020,2020-03-20,2020,3,TV-MA,1 Season,1,seasons,India,Not Given,"Crime TV Shows, International TV Shows, TV Dramas",3/20/2020
s2794,The English Game,TV Show,2020,2020-03-20,2020,3,TV-14,1 Season,1,seasons,United Kingdom,Not Given,"British TV Shows, International TV Shows, TV Dramas",3/20/2020
s2795,The Letter for the King,TV Show,2020,2020-03-20,2020,3,TV-PG,1 Season,1,seasons,United Kingdom,Not Given,"British TV Shows, International TV Shows, TV Action & Adventure",3/20/2020
s2798,Vampires,TV Show,2020,2020-03-20,2020,3,TV-MA,1 Season,1,seasons,France,Not Given,"International TV Shows, TV Dramas, TV Horror",3/20/2020
s2803,Caliphate,TV Show,2020,2020-03-18,2020,3,TV-MA,1 Season,1,seasons,Sweden,Not Given,"International TV Shows, TV Dramas",3/18/2020
s2805,Women Of The Night,TV Show,2019,2020-03-18,2020,3,TV-MA,1 Season,1,seasons,Netherlands,Not Given,"Crime TV Shows, International TV Shows, TV Dramas",3/18/2020
s2808,Shaun the Sheep: Adventures from Mossy Bottom,TV Show,2020,2020-03-17,2020,3,TV-Y7,1 Season,1,seasons,United Kingdom,Not Given,"British TV Shows, Kids' TV, TV Comedies",3/17/2020
s2809,We Speak Dance,TV Show,2018,2020-03-17,2020,3,TV-MA,1 Season,1,seasons,United States,Not Given,Docuseries,3/17/2020
s2817,100 Humans,TV Show,2020,2020-03-13,2020,3,TV-14,1 Season,1,seasons,United States,Not Given,"Docuseries, Science & Nature TV",3/13/2020
s2819,Bloodride,TV Show,2020,2020-03-13,2020,3,TV-MA,1 Season,1,seasons,Norway,Not Given,"International TV Shows, TV Horror, TV Mysteries",3/13/2020
s2825,The Valhalla Murders,TV Show,2020,2020-03-13,2020,3,TV-MA,1 Season,1,seasons,Iceland,Not Given,"Crime TV Shows, International TV Shows, TV Dramas",3/13/2020
s2826,Dirty Money,TV Show,2020,2020-03-11,2020,3,TV-MA,2 Seasons,2,seasons,United States,Not Given,"Crime TV Shows, Docuseries",3/11/2020
s2827,On My Block,TV Show,2020,2020-03-11,2020,3,TV-14,3 Seasons,3,seasons,United States,Not Given,"Romantic TV Shows, TV Comedies, TV Dramas",3/11/2020
s2828,The Circle Brazil,TV Show,2020,2020-03-11,2020,3,TV-MA,1 Season,1,seasons,Brazil,Not Given,"International TV Shows, Reality TV",3/11/2020
s2839,Ugly Delicious,TV Show,2020,2020-03-06,2020,3,TV-MA,2 Seasons,2,seasons,United States,Not Given,Docuseries,3/6/2020
s2842,Mighty Little Bheem: Festival of Colors,TV Show,2020,2020-03-05,2020,3,TV-Y,1 Season,1,seasons,India,Not Given,"Kids' TV, TV Comedies",3/5/2020
s2855,Akame ga Kill!,TV Show,2014,2020-03-01,2020,3,TV-14,1 Season,1,seasons,Japan,Not Given,"Anime Series, Crime TV Shows, International TV Shows",3/1/2020
s2856,Babylon Berlin,TV Show,2020,2020-03-01,2020,3,TV-MA,3 Seasons,3,seasons,Germany,Not Given,"Crime TV Shows, International TV Shows, TV Dramas",3/1/2020
s2869,Always a Witch,TV Show,2019,2020-02-28,2020,2,TV-14,2 Seasons,2,seasons,Colombia,Not Given,"International TV Shows, Spanish-Language TV Shows, TV Comedies",2/28/2020
s2870,Amit Tandon: Family Tandoncies,Movie,2019,2020-02-28,2020,2,TV-14,72 min,72,minutes,India,Not Given,Stand-Up Comedy,2/28/2020
s2871,Queen Sono,TV Show,2020,2020-02-28,2020,2,TV-MA,1 Season,1,seasons,South Africa,Not Given,"International TV Shows, TV Action & Adventure, TV Dramas",2/28/2020
s2872,Toy Boy,TV Show,2019,2020-02-28,2020,2,TV-MA,1 Season,1,seasons,Spain,Not Given,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",2/28/2020
s2873,Unstoppable,TV Show,2020,2020-02-28,2020,2,TV-MA,1 Season,1,seasons,Mexico,Not Given,"International TV Shows, Spanish-Language TV Shows, TV Dramas",2/28/2020
s2875,Altered Carbon,TV Show,2020,2020-02-27,2020,2,TV-MA,2 Seasons,2,seasons,United States,Not Given,"Crime TV Shows, TV Action & Adventure, TV Dramas",2/27/2020
s2876,Followers,TV Show,2020,2020-02-27,2020,2,TV-MA,1 Season,1,seasons,Japan,Not Given,"International TV Shows, TV Dramas",2/27/2020
s2881,I Am Not Okay With This,TV Show,2020,2020-02-26,2020,2,TV-MA,1 Season,1,seasons,United States,Not Given,"TV Comedies, TV Dramas, TV Sci-Fi & Fantasy",2/26/2020
s2884,The Trials of Gabriel Fernandez,TV Show,2020,2020-02-26,2020,2,TV-MA,1 Season,1,seasons,United States,Not Given,"Crime TV Shows, Docuseries",2/26/2020
s2889,"Hi Bye, Mama!",TV Show,2020,2020-02-23,2020,2,TV-14,1 Season,1,seasons,South Korea,Not Given,"International TV Shows, Korean TV Shows, Romantic TV Shows",2/23/2020
s2892,Gentefied,TV Show,2020,2020-02-21,2020,2,TV-MA,1 Season,1,seasons,United States,Not Given,"TV Comedies, TV Dramas",2/21/2020
s2893,Hyena,TV Show,2020,2020-02-21,2020,2,TV-MA,1 Season,1,seasons,South Korea,Not Given,"International TV Shows, Korean TV Shows, Romantic TV Shows",2/21/2020
s2895,Puerta 7,TV Show,2020,2020-02-21,2020,2,TV-MA,1 Season,1,seasons,Argentina,Not Given,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",2/21/2020
s2901,Spectros,TV Show,2020,2020-02-20,2020,2,TV-MA,1 Season,1,seasons,Brazil,Not Given,"International TV Shows, TV Horror, TV Mysteries",2/20/2020
s2903,DreamWorks Shrek's Swamp Stories,TV Show,2008,2020-02-17,2020,2,TV-PG,1 Season,1,seasons,United States,Not Given,"Kids' TV, TV Action & Adventure, TV Comedies",2/17/2020
s2911,Talking Tom and Friends,TV Show,2017,2020-02-15,2020,2,TV-Y,1 Season,1,seasons,Cyprus,Not Given,"Kids' TV, TV Comedies",2/15/2020
s3014,Tiny House Nation,TV Show,2019,2020-01-17,2020,1,TV-PG,2 Seasons,2,seasons,United States,Not Given,Reality TV,1/17/2020
s2918,Taj Mahal 1989,TV Show,2020,2020-02-14,2020,2,TV-MA,1 Season,1,seasons,India,Not Given,"International TV Shows, Romantic TV Shows, TV Comedies",2/14/2020
s2921,Love Is Blind,TV Show,2021,2020-02-13,2020,2,TV-MA,1 Season,1,seasons,United States,Not Given,"Reality TV, Romantic TV Shows",2/13/2020
s2922,Narcos: Mexico,TV Show,2020,2020-02-13,2020,2,TV-MA,2 Seasons,2,seasons,Mexico,Not Given,"Crime TV Shows, TV Action & Adventure, TV Dramas",2/13/2020
s2927,We Bare Bears,TV Show,2018,2020-02-12,2020,2,TV-Y,2 Seasons,2,seasons,United States,Not Given,"Kids' TV, TV Comedies",2/12/2020
s2928,Captain Underpants Epic Choice-o-Rama,Movie,2020,2020-02-11,2020,2,TV-Y7,81 min,81,minutes,United States,Not Given,"Children & Family Movies, Comedies",2/11/2020
s2932,Better Call Saul,TV Show,2018,2020-02-09,2020,2,TV-MA,4 Seasons,4,seasons,United States,Not Given,"Crime TV Shows, TV Comedies, TV Dramas",2/9/2020
s2938,Dragons: Rescue Riders,TV Show,2020,2020-02-07,2020,2,TV-Y,2 Seasons,2,seasons,United States,Not Given,"Kids' TV, TV Comedies",2/7/2020
s2939,Fifty: The Series,TV Show,2018,2020-02-07,2020,2,TV-14,2 Seasons,2,seasons,Nigeria,Not Given,"International TV Shows, Romantic TV Shows, TV Dramas",2/7/2020
s2942,Locke & Key,TV Show,2020,2020-02-07,2020,2,TV-14,1 Season,1,seasons,Canada,Not Given,"TV Action & Adventure, TV Dramas, TV Mysteries",2/7/2020
s2946,Cagaster of an Insect Cage,TV Show,2020,2020-02-06,2020,2,TV-MA,1 Season,1,seasons,Japan,Not Given,"Anime Series, International TV Shows",2/6/2020
s2954,Team Kaylie,TV Show,2020,2020-02-03,2020,2,TV-PG,3 Seasons,3,seasons,United States,Not Given,"Kids' TV, TV Comedies",2/3/2020
s2959,Is It Wrong to Try to Pick Up Girls in a Dungeon?,TV Show,2015,2020-02-01,2020,2,TV-MA,1 Season,1,seasons,Japan,Not Given,"Anime Series, International TV Shows",2/1/2020
s2960,Itaewon Class,TV Show,2020,2020-02-01,2020,2,TV-MA,1 Season,1,seasons,South Korea,Not Given,"International TV Shows, Korean TV Shows, TV Dramas",2/1/2020
s2965,Night on Earth: Shot in the Dark,Movie,2020,2020-02-01,2020,2,TV-PG,59 min,59,minutes,United Kingdom,Not Given,Movies,2/1/2020
s2966,No Game No Life,TV Show,2014,2020-02-01,2020,2,TV-MA,1 Season,1,seasons,Japan,Not Given,"Anime Series, International TV Shows",2/1/2020
s2967,Pop Team Epic,TV Show,2018,2020-02-01,2020,2,TV-14,1 Season,1,seasons,Japan,Not Given,"Anime Series, International TV Shows",2/1/2020
s2968,Shopkins,TV Show,2014,2020-02-01,2020,2,TV-Y,1 Season,1,seasons,United States,Not Given,Kids' TV,2/1/2020
s2923,Palazuelos mi rey,TV Show,2019,2020-02-13,2020,2,TV-14,1 Season,1,seasons,Pakistan,Not Given,"International TV Shows, Reality TV, Spanish-Language TV Shows",2/13/2020
s2972,Diablero,TV Show,2020,2020-01-31,2020,1,TV-MA,2 Seasons,2,seasons,Mexico,Not Given,"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure",1/31/2020
s2975,Luna Nera,TV Show,2020,2020-01-31,2020,1,TV-MA,1 Season,1,seasons,Italy,Not Given,"International TV Shows, Romantic TV Shows, TV Dramas",1/31/2020
s2977,Unauthorized Living,TV Show,2020,2020-01-31,2020,1,TV-MA,2 Seasons,2,seasons,Spain,Not Given,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",1/31/2020
s2978,Ainori Love Wagon: African Journey,TV Show,2019,2020-01-30,2020,1,TV-14,1 Season,1,seasons,Japan,Not Given,"International TV Shows, Reality TV, Romantic TV Shows",1/30/2020
s2980,THE STRANGER,TV Show,2020,2020-01-30,2020,1,TV-MA,1 Season,1,seasons,United Kingdom,Not Given,"British TV Shows, Crime TV Shows, International TV Shows",1/30/2020
s2981,What the Love! with Karan Johar,TV Show,2020,2020-01-30,2020,1,TV-14,1 Season,1,seasons,United States,Not Given,"International TV Shows, Reality TV, Romantic TV Shows",1/30/2020
s2984,Night on Earth,TV Show,2020,2020-01-29,2020,1,TV-PG,1 Season,1,seasons,United Kingdom,Not Given,"Docuseries, Science & Nature TV",1/29/2020
s2985,Omniscient,TV Show,2020,2020-01-29,2020,1,TV-MA,1 Season,1,seasons,Brazil,Not Given,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy",1/29/2020
s2993,Sons of the Caliphate,TV Show,2017,2020-01-24,2020,1,TV-14,2 Seasons,2,seasons,Nigeria,Not Given,"International TV Shows, TV Dramas",1/24/2020
s2994,The goop lab with Gwyneth Paltrow,TV Show,2020,2020-01-24,2020,1,TV-MA,1 Season,1,seasons,United States,Not Given,Reality TV,1/24/2020
s2995,The Ranch,TV Show,2020,2020-01-24,2020,1,TV-MA,8 Seasons,8,seasons,United States,Not Given,"TV Comedies, TV Dramas",1/24/2020
s2998,October Faction,TV Show,2020,2020-01-23,2020,1,TV-MA,1 Season,1,seasons,United States,Not Given,"TV Action & Adventure, TV Dramas, TV Horror",1/23/2020
s2999,​SAINT SEIYA: Knights of the Zodiac,TV Show,2020,2020-01-23,2020,1,TV-14,2 Seasons,2,seasons,Japan,Not Given,"Anime Series, International TV Shows",1/23/2020
